Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
L'Entracte,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,41.672682,9.301979,U Mulinacciu,20137#Lecci,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-14,#+33 9 70 71 49 33#lentracte@complexe-galaxy.com#https://www.complexe-galaxy.com/restaurant.html,,"Le Restaurant l'Entracte, propose Burgers, Poke bowl, Bubble Tea sur place ou à emporter à Lecci.",https://data.datatourisme.fr/13/05b9955c-69c1-3ca0-be2f-e73940f667a6
A Punta,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.568656,8.756011,Avenue Napoléon,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-16,#+33 4 95 36 59 02<>+33 6 03 46 33 14#joce.calvi@wanadoo.fr#,,"Parmi d'autres spécialités culinaires, La Punta à Calvi en Balagne vous invite à déguster ses pizze cuites au feu de bois à consommer sur place et même à emporter. Bienvenue en Corse et bon appétit !",https://data.datatourisme.fr/13/9a5e67f4-2a35-3b2e-8bcb-88b09c15b6c8
Calvi Evasion Promenades en Mer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.564723,8.756556,Quai Landry Port de plaisance (face à l'amphithéâtre - guichet bleu),20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-25,#+33 7 87 13 59 95#calvievasion@gmail.com#https://www.calvi-evasion.com/,,Promenade en mer en Corse... naviguez le long des côtes de Balagne avec Calvi Evasion...,https://data.datatourisme.fr/13/f3a5cbc1-a4ab-36a8-9b18-bbcede382ef9
Pietralba,https://www.datatourisme.fr/ontology/core#CityHeritage|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,42.545647,9.185779,Village,20218#Pietralba,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-06,#+33 4 95 48 20 07#mairie-de-pietralba@wanadoo.fr#,,"Situé aux portes de la Balagne, dans la pieve du Canale,  Pietralba est le premier village qui vous accueille en Balagne. Constitué des hameaux du Teto et de Pedano, Pietralba surplombe la vallée et la plage de l’Ostriconi.",https://data.datatourisme.fr/13/04e98648-8b26-3ec3-ba1b-2668c8f91467
Lama,https://www.datatourisme.fr/ontology/core#CityHeritage|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,42.576007,9.171611,village,20218#Lama,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-06,#+33 4 95 48 21 05#mairie-de-lama@orange.fr#,,"Grimpez jusqu’à ce piton rocheux et laissez vous envoûter par Lama.
Empruntez les ruelles étroites et empierrées, les passages voûtés, et découvrez le cœur de l’ancien village aux maisons accolées au rocher.",https://data.datatourisme.fr/13/1cf83a96-188b-399d-885a-5548da8638fd
Les Bergeries de Bala - Didier Beltramo,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TastingProvider|http://schema.org/LocalBusiness,41.595,9.2375,Route de Murateddu Bala,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-10-05,#+33 6 03 81 34 12#bergeriesdebala@gmail.com#,,"Fabrication de fromages fermiers et vente directe aux Bergeries de Bala. Production saisonnière de Brocciu frais de décembre à fin juin. Ouvert tous les matins du lundi au samedi de 9h à 12h. 
Visite guidée jusqu'au 15 juin.",https://data.datatourisme.fr/13/82556e33-113d-3eda-aec1-6beca9f99d6f
Auberge U Pasturellu,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.529598,9.000954,route départementale 963,20259#Pioggiola,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-06-07,#+33 4 95 61 93 64<>+33 6 76 98 61 53##,,"Restaurant de montagne chaleureux - Cuisine au feu de bois l'été - Spécialités de porcelet, de beignets de fromage, veau corse...pour n'en citer que quelques une !",https://data.datatourisme.fr/13/ab20c9e7-0d8a-3fd4-811a-d9b33fa0379a
L'Alzelli,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.589069,9.145839,Territoriale 30,20218#Lama,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-11-30,#+33 4 95 48 23 08#restoalzelli@hotmail.fr#,,"L'Alzelli de Lama vous invite à découvrir sa cuisine inventive, savoureuse et chaleureuse à l'ombre des oliviers séculaires. Venez déguster ses pizzas au feu de bois, ses plats du jour, salades et desserts maison.",https://data.datatourisme.fr/13/c2763299-d30b-3748-bd82-d7f749796e26
U Porcu Ranger Maxence Finidori,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TastingProvider|http://schema.org/LocalBusiness,41.544567,9.116699,Domaine de Piscia Lieu dit Piscia,20114#Figari,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-12-14,#+33 6 14 02 56 48#uporcuranger@gmail.com#https://u-porcu-ranger.business.site/,,"Visitez l’exploitation de Maxence en buggy 6 places ! Il vous expliquera tout sur son élevage et la race Nustrale. Vous caresserez même les cochons ! A la fin de la visite, spuntinu avec dégustation de sa charcuterie en AOP. Réservation par téléphone.",https://data.datatourisme.fr/13/3d196c21-90f6-32d7-bb8a-d89796b18b0c
Domaine de Tanella,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TastingProvider|http://schema.org/LocalBusiness,41.489638,9.131607,Route principale Route de Bonifacio 20114 Figari et,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-18,#+33 4 95 70 46 23#contact@domaine-tanella.com#http://www.domaine-tanella.com/,,"Jean-Baptiste et ses enfants, viticulteurs et éleveurs de brebis, mêlent tradition et innovation pour proposer des vins et des fromages de qualité chaque année.
Dégustation et vente directe au caveau de Figari toute l’année.",https://data.datatourisme.fr/13/45d65621-44e2-3c43-aae4-a22c37593165
Corsica Sud Croisières,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.591196,9.283819,Port de Plaisance Quai Pascal Paoli,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-04-01,#+33 6 18 90 79 23#resa@corsicasudcroisieres.com#http://corsicasudcroisieres.com/,,Excursions en mer depuis Porto-Vecchio à la découverte des joyaux de l'Extrême-Sud de la Corse (Lavezzi - Bonifacio) et de la Sardaigne en petit comité 12 personnes maximum . Nous sensibilisons nos passagers sur la protection de l'environnement.,https://data.datatourisme.fr/13/4f779cbc-ef98-378a-8464-0b525d98c058
Café La Marine,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,41.589617,9.283333,Port de Plaisance Quai Pascal Paoli,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-14,#+33 4 95 70 35 24#cafelamarine@orange.fr#http://carte-lamarine.com/,,"Restaurant lounge, décor design, ambiance moderne et dynamique. Une carte inspirée des cuisines du monde les plus exotiques ! À partir de 19h, notre espace « Le Pont » vous propose cocktails, tapas et sushis confectionnés en direct par nos Maîtres sushis.",https://data.datatourisme.fr/13/a94cfec5-fdc2-3cff-b77d-8c10ba5c5ebe
Corsica Sud Croisières,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.591196,9.283819,Port de Plaisance Quai Pascal Paoli,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-21,#+33 6 18 90 79 23#resa@corsicasudcroisieres.com#http://corsicasudcroisieres.com/,,Excursions en mer depuis Porto-Vecchio à la découverte des joyaux de l'Extrême-Sud de la Corse (Lavezzi - Bonifacio) et de la Sardaigne en petit comité 12 personnes maximum . Nous sensibilisons nos passagers sur la protection de l'environnement.,https://data.datatourisme.fr/13/641b744f-b35a-30ad-9604-3b3d2871010c
Vin137,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#BistroOrWineBar|http://schema.org/FoodEstablishment|http://schema.org/Winery,41.588606,9.284504,Port de Plaisance Quai Pascal Paoli,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-22,#+33 4 95 53 63 59#vin137portovecchio@gmail.com#,,"Sur le port, découvrez nos vins et nos cocktails autour de nos ""piattini"" maison à partager ou de notre Charbonnade. Ambiance lounge. Terrasse à l'arrière, sous la vigne. Soirée musicale. Cave.  Restauration. Bar à vin.",https://data.datatourisme.fr/13/b4035e3b-7b2f-35a8-99c3-c3f6a320fa21
La Table d'Isulella,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,41.591578,9.308502,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-14,#+33 4 95 53 78 82#contact@isulella-hotel.com#https://isulella-hotel.com/restaurant/,,"Restaurant «Maître Restaurateur» face au golfe. Une palette d'assiettes méditerranéennes, pêche locale, homard et langouste, pâtisseries faites maison et la découverte de produits locaux uniques, mis en valeur par le talent de notre chef passionné !",https://data.datatourisme.fr/13/8426a86a-9641-38a5-a175-1c76a276d4f9
Belvédère de Palombaggia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.564,9.3193,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-06,#+33 4 95 70 95 70#infopalombaggia@gmail.com#http://www.palombaggia.com/,,"A 900 mètres de la plage de Palombaggia, résidence de 16 mini-villas :
Pour 2 personnes - 55m² - 1 chambre climatisée et 1 salle d'eau ;
Pour 4 personnes - 65m² - 2 chambres climatisées et 2 salles d'eau.",https://data.datatourisme.fr/13/0278689c-4ed8-3c84-8877-0e9a86826f8e
U Pirellu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.589251,9.331112,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-08,#+33 4 95 70 23 44#u.pirellu@wanadoo.fr#http://camping-palombaggia.corsica/,,"Notre Camping est situé dans un site exceptionnel de plus de 10 ha, au cœur de la suberaie sur la presqu’île de Palombaggia.
Le camping vous propose des emplacements très ombragés et des chalets climatisés avec vue sur la mer.",https://data.datatourisme.fr/13/3cb69285-4c33-3857-a4db-0152081a458f
U Cantu di I Cardellini,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.584013,9.307353,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-13,#+33 4 95 70 43 37<>+33 6 28 62 50 95#info@icardellini.com<>th.deschamps@free.fr#http://www.icardellini.com/,,"Promesse d'un agréable séjour dans notre coin de paradis entre plage et ville, avec piscine chauffée, terrasse et son inoubliable vue aux magnifiques couchés de soleil dignes de cartes postales.",https://data.datatourisme.fr/13/c8b7ae3b-a46f-3f90-9f0c-957fe2b40bbc
Funtana Marina,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.549489,9.298516,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-31,#+33 4 95 70 33 72<>+33 6 13 24 47 18#info@funtanamarina.com#http://www.funtanamarina.com/,,"Funtana Marina est un petit havre de paix face à la mer où il fait bon vivre.
La résidence vous propose 15 logements tout confort avec vue panoramique sur la mer, piscine chauffée et accès piéton aux plages d'Asciaghju, Folaca et Palombaggia.",https://data.datatourisme.fr/13/0788209a-12f8-3944-87e1-daf8b00bb63b
Bella Vista,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.588102,9.334652,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-06,#+33 4 95 70 58 01<>+33 4 95 70 61 44<>+33 6 16 95 17 07#camping.bellavista@wanadoo.fr#https://www.bellavista.corsica/,,"Idéalement situé à 10 minutes de Palombaggia, camping en terrasse avec piscine à débordement chauffée hors saison, chalets climatisés avec vue exceptionnelle sur le golfe. Possibilité de location à la nuitée au mois de mai, juin et septembre.",https://data.datatourisme.fr/13/5a1803c1-46c3-3328-90db-b516f1df517b
U Stabiacciu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.571674,9.275891,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-20,#+33 4 95 70 37 17#stabiacciu@wanadoo.fr#http://www.stabiacciu.com/,,"Camping nature situé sortie sud de Porto-Vecchio, à proximité des magnifiques plages de Santa Giulia et Palombaggia. 
Emplacements ombragés et chalets en location sur un terrain arboré et ombragé, avec piscine chauffée, bar, restaurant, pizzeria",https://data.datatourisme.fr/13/09ca6878-fd52-36a3-85b8-fe0709fc3054
Private Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,41.592139,9.309837,Route de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-06,#+33 4 95 70 13 66#contact@private-hotel-corsica.com#http://private-hotel-corsica.com/,,"Hôtel de charme dans un parc arboré et fleuri à 300 m de la mer, avec sa vue panoramique sur le golfe de Porto-Vecchio, réservé aux adultes, vous propose 16 chambres pavillonnaires dans un style contemporain.",https://data.datatourisme.fr/13/3cd0b010-d3c2-3650-855e-1c76082bf8d7
